Highest Layer,Transport Layer,Source IP,Dest IP,Source Port,Dest Port,Packet Length,Packets/Time,target
TLS,TCP,1,192.168.1.2,443,58149,1514,77.02548000097575,1
TLS,TCP,1,192.168.1.2,443,58149,1514,77.00507679893576,1
TCP,TCP,0,23.220.203.49,58149,443,54,77.02538836227153,0
TLS,TCP,1,192.168.1.2,443,58149,1514,76.96943319703033,1
TLS,TCP,1,192.168.1.2,443,58149,1514,76.97448856400118,1
TLS,TCP,1,192.168.1.2,443,58149,1514,76.93134899146618,1
TLS,TCP,1,192.168.1.2,443,58149,1514,76.936411329773,1
TLS,TCP,1,192.168.1.2,443,58149,1514,76.944003662759,1
TCP,TCP,0,23.220.203.49,58149,443,54,76.96425707468,0
TLS,TCP,1,192.168.1.2,443,58149,1514,76.96930256500791,1
TLS,TCP,1,192.168.1.2,443,58149,1514,76.95662405366842,1
TLS,TCP,1,192.168.1.2,443,58149,1514,76.94143121514335,1
TLS,TCP,1,192.168.1.2,443,58149,1016,76.95406263774903,1
TCP,TCP,0,23.220.203.49,58149,443,54,76.9666880236455,0
TLS,TCP,1,192.168.1.2,443,58149,1100,76.9843628957626,1
TLS,TCP,1,192.168.1.2,443,58149,1100,76.99444662478918,1
TLS,TCP,1,192.168.1.2,443,58149,1514,77.0019964819522,1
TLS,TCP,1,192.168.1.2,443,58149,686,76.84060518105724,1
TLS,TCP,1,192.168.1.2,443,58149,1514,76.84566837734353,1
TCP,TCP,0,23.220.203.49,58149,443,54,76.84821331817443,0
TLS,TCP,1,192.168.1.2,443,58149,1514,76.86081087842064,1
TLS,TCP,1,192.168.1.2,443,58149,1514,76.87340304607473,1
TLS,TCP,1,192.168.1.2,443,58149,904,76.8608607312092,1
TLS,TCP,1,192.168.1.2,443,58149,1514,76.86841811361944,1
TLS,TCP,1,192.168.1.2,443,58149,1514,76.87597115813304,1
TLS,TCP,1,192.168.1.2,443,58149,1514,76.83334827204878,1
TLS,TCP,1,192.168.1.2,443,58149,1514,76.72828401699934,1
TCP,TCP,0,23.220.203.49,58149,443,54,76.73585932453548,0
TLS,TCP,1,192.168.1.2,443,58149,1514,76.74842564040269,1
TLS,TCP,1,192.168.1.2,443,58149,1514,76.75099455561893,1
TLS,TCP,1,192.168.1.2,443,58149,1514,76.75356206069677,1
TLS,TCP,1,192.168.1.2,443,58149,1514,76.75363129230755,1
TCP,TCP,0,23.220.203.49,58149,443,54,76.76367993060965,0
TLS,TCP,1,192.168.1.2,443,58149,1514,76.76623905949421,1
TLS,TCP,1,192.168.1.2,443,58149,1514,76.77627656422744,1
TLS,TCP,1,192.168.1.2,443,58149,1514,76.77882904063053,1
TLS,TCP,1,192.168.1.2,443,58149,1514,76.80132048709524,1
TCP,TCP,0,23.220.203.49,58149,443,54,76.82131175831282,0
TLS,TCP,1,192.168.1.2,443,58149,1514,76.83381674709861,1
TLS,TCP,1,192.168.1.2,443,58149,1514,76.83136028345321,1
TLS,TCP,1,192.168.1.2,443,58149,1514,76.83887013774738,1
TLS,TCP,1,192.168.1.2,443,58149,1514,76.84139447867629,1
TCP,TCP,0,23.220.203.49,58149,443,54,76.85885718976118,0
TLS,TCP,1,192.168.1.2,443,58149,1514,76.85390316646856,1
TLS,TCP,1,192.168.1.2,443,58149,1514,76.86139585927552,1
TLS,TCP,1,192.168.1.2,443,58149,1514,76.84401073250372,1
TLS,TCP,1,192.168.1.2,443,58149,1514,76.84901326757894,1
TCP,TCP,0,23.220.203.49,58149,443,54,76.87141139071981,0
TLS,TCP,1,192.168.1.2,443,58149,1514,76.88634460094171,1
TLS,TCP,1,192.168.1.2,443,58149,1514,76.87641955778179,1
TLS,TCP,1,192.168.1.2,443,58149,1514,76.85161232746407,1
TLS,TCP,1,192.168.1.2,443,58149,1514,76.85908291544101,1
TCP,TCP,0,23.220.203.49,58149,443,54,76.87895447235847,0
TLS,TCP,1,192.168.1.2,443,58149,1514,76.88393217681282,1
TLS,TCP,1,192.168.1.2,443,58149,1514,76.88890575792071,1
TLS,TCP,1,192.168.1.2,443,58149,1514,76.87652605926566,1
TLS,TCP,1,192.168.1.2,443,58149,1514,76.83445639653661,1
TLS,TCP,1,192.168.1.2,443,58149,1514,76.84191206474145,1
TCP,TCP,0,23.220.203.49,58149,443,54,76.85925776318182,0
TLS,TCP,1,192.168.1.2,443,58149,1514,76.859282657851,1
TLS,TCP,1,192.168.1.2,443,58149,1514,76.87166828154338,1
TLS,TCP,1,192.168.1.2,443,58149,1514,76.87663143721323,1
TLS,TCP,1,192.168.1.2,443,58149,1514,76.8667668804578,1
TLS,TCP,1,192.168.1.2,443,58149,1514,76.84950783930914,1
TCP,TCP,0,23.220.203.49,58149,443,54,76.85940623115933,0
TLS,TCP,1,192.168.1.2,443,58149,1514,76.87423439397323,1
TLS,TCP,1,192.168.1.2,443,58149,1514,76.8890547182109,1
TLS,TCP,1,192.168.1.2,443,58149,1514,76.9063373864443,1
TCP,TCP,0,23.220.203.49,58149,443,54,76.92361222522983,0
